created_at,entry_id,field1,field2,field3
2023-02-07 07:29:28 UTC,1017,24.08854,22,23
2023-02-07 07:29:45 UTC,1018,23.69792,22,23
2023-02-07 07:30:00 UTC,1019,23.47005,22,23
2023-02-07 07:30:15 UTC,1020,23.63281,22,23
2023-02-07 07:42:41 UTC,1021,26.20443,24,25
2023-02-07 07:42:57 UTC,1022,24.54427,22,23
2023-02-07 07:43:43 UTC,1023,24.54427,22,24
2023-02-07 07:44:13 UTC,1024,24.54427,22,24
2023-02-07 07:44:28 UTC,1025,24.51172,22,23
2023-02-07 07:44:59 UTC,1026,24.38151,22,23
2023-02-07 07:45:29 UTC,1027,24.28385,22,23
2023-02-07 07:45:44 UTC,1028,24.44662,22,23
2023-02-07 07:45:59 UTC,1029,24.41406,22,23
2023-02-07 07:46:15 UTC,1030,24.34896,22,23
2023-02-07 07:46:31 UTC,1031,24.34896,22,23
2023-02-07 07:46:46 UTC,1032,24.38151,22,23
2023-02-07 07:47:01 UTC,1033,24.34896,22,23
2023-02-07 07:47:16 UTC,1034,24.34896,22,23
2023-02-07 07:47:32 UTC,1035,24.18620,22,23
2023-02-07 07:47:47 UTC,1036,24.31641,22,23
2023-02-07 07:48:03 UTC,1037,24.28385,22,23
2023-02-07 07:48:33 UTC,1038,24.31641,22,23
2023-02-07 07:48:48 UTC,1039,24.41406,22,23
2023-02-07 07:49:19 UTC,1040,24.38151,22,23
2023-02-07 07:49:49 UTC,1041,24.21875,22,23
2023-02-07 07:50:04 UTC,1042,24.41406,22,23
2023-02-07 07:50:20 UTC,1043,24.38151,22,23
2023-02-07 07:50:53 UTC,1044,24.34896,22,23
2023-02-07 07:51:21 UTC,1045,24.21875,22,23
2023-02-07 07:51:37 UTC,1046,24.05599,22,23
2023-02-07 07:51:52 UTC,1047,23.95833,22,23
2023-02-07 07:52:23 UTC,1048,23.79557,22,23
2023-02-07 07:52:53 UTC,1049,23.73047,22,23
2023-02-07 07:53:08 UTC,1050,23.86068,22,23
2023-02-07 07:53:24 UTC,1051,23.76302,22,23
2023-02-07 07:53:54 UTC,1052,23.76302,22,23
2023-02-07 07:54:10 UTC,1053,23.82813,22,23
2023-02-07 07:54:25 UTC,1054,23.76302,22,23
2023-02-07 07:55:10 UTC,1055,25.45573,24,87
2023-02-07 07:55:40 UTC,1056,25.48828,23,73
2023-02-07 07:55:55 UTC,1057,25.58594,22,92
2023-02-07 07:56:10 UTC,1058,25.03255,22,60
2023-02-07 07:56:25 UTC,1059,24.15365,22,18
2023-02-07 07:56:41 UTC,1060,24.02344,22,32
2023-02-07 07:56:56 UTC,1061,24.34896,22,21
2023-02-07 07:57:11 UTC,1062,24.05599,22,41
2023-02-07 07:57:27 UTC,1063,23.89323,22,21
2023-02-07 07:57:42 UTC,1064,23.95833,22,23
2023-02-07 07:57:57 UTC,1065,23.95833,22,20
2023-02-07 07:58:12 UTC,1066,24.12109,22,28
2023-02-07 07:58:28 UTC,1067,24.21875,22,27
2023-02-07 07:58:43 UTC,1068,24.15365,22,20
2023-02-07 07:58:59 UTC,1069,24.18620,22,26
2023-02-07 07:59:14 UTC,1070,24.18620,22,18
2023-02-07 07:59:30 UTC,1071,24.15365,22,27
2023-02-07 08:00:00 UTC,1072,24.21875,22,34
2023-02-07 08:00:15 UTC,1073,24.18620,22,35
2023-02-07 08:00:31 UTC,1074,24.08854,22,24
2023-02-07 08:01:01 UTC,1075,24.15365,22,20
2023-02-07 08:01:16 UTC,1076,24.12109,22,31
2023-02-07 08:01:31 UTC,1077,24.12109,22,14
2023-02-07 08:01:46 UTC,1078,24.12109,22,16
2023-02-07 08:02:02 UTC,1079,24.08854,22,25
2023-02-07 08:02:17 UTC,1080,24.08854,22,18
2023-02-07 08:02:33 UTC,1081,24.12109,22,16
2023-02-07 08:02:48 UTC,1082,24.02344,22,26
2023-02-07 08:03:19 UTC,1083,24.15365,22,27
2023-02-07 08:03:34 UTC,1084,24.12109,22,21
2023-02-07 08:03:49 UTC,1085,24.08854,22,28
2023-02-07 08:04:05 UTC,1086,24.15365,22,22
2023-02-07 08:04:20 UTC,1087,24.15365,22,25
2023-02-07 08:04:35 UTC,1088,24.18620,22,22
2023-02-07 08:04:50 UTC,1089,24.18620,22,19
2023-02-07 08:05:06 UTC,1090,24.25130,22,28
2023-02-07 08:05:36 UTC,1091,24.18620,22,20
2023-02-07 08:05:52 UTC,1092,24.15365,22,27
2023-02-07 08:06:22 UTC,1093,24.25130,22,22
2023-02-07 08:06:38 UTC,1094,24.21875,22,22
2023-02-07 08:07:08 UTC,1095,24.15365,22,24
2023-02-07 08:07:24 UTC,1096,24.18620,22,28
2023-02-07 08:07:39 UTC,1097,24.18620,22,20
2023-02-07 08:07:54 UTC,1098,24.21875,22,24
2023-02-07 08:08:11 UTC,1099,24.18620,22,25
2023-02-07 08:08:40 UTC,1100,24.21875,22,22
2023-02-07 08:08:55 UTC,1101,24.18620,22,26
2023-02-07 08:09:10 UTC,1102,24.12109,22,25
2023-02-07 08:09:26 UTC,1103,24.05599,22,19
2023-02-07 08:09:56 UTC,1104,23.92578,22,26
2023-02-07 08:10:11 UTC,1105,23.89323,22,24
2023-02-07 08:10:27 UTC,1106,23.82813,22,28
2023-02-07 08:10:43 UTC,1107,24.02344,22,25
2023-02-07 08:10:58 UTC,1108,23.79557,22,20
2023-02-07 08:11:14 UTC,1109,23.86068,22,23
2023-02-07 08:11:43 UTC,1110,23.79557,22,34
2023-02-07 08:11:59 UTC,1111,23.89323,22,26
2023-02-07 08:12:14 UTC,1112,23.95833,22,28
2023-02-07 08:12:29 UTC,1113,24.12109,22,26
2023-02-07 08:12:45 UTC,1114,24.08854,22,28
2023-02-07 08:13:01 UTC,1115,23.95833,22,24
2023-02-07 08:13:30 UTC,1116,23.99088,22,25
