created_at,entry_id,field1,field2,field3
2023-02-07 08:17:50 UTC,1122,24.18620,22,18
2023-02-07 08:18:13 UTC,1123,24.25130,22,19
2023-02-07 08:18:29 UTC,1124,24.44662,22,23
2023-02-07 08:18:44 UTC,1125,25.81380,24,28
2023-02-07 08:19:15 UTC,1126,28.61328,27,23
2023-02-07 08:19:45 UTC,1127,32.77995,32,36
2023-02-07 08:20:01 UTC,1128,33.13802,32,40
2023-02-07 08:20:16 UTC,1129,32.09636,31,34
2023-02-07 08:20:31 UTC,1130,31.08724,30,40
2023-02-07 08:20:47 UTC,1131,30.46875,29,35
2023-02-07 08:21:02 UTC,1132,31.18490,29,22
2023-02-07 08:21:17 UTC,1133,40.85286,29,31
2023-02-07 08:21:33 UTC,1134,45.14974,28,39
2023-02-07 08:21:48 UTC,1135,46.41927,28,23
2023-02-07 08:22:03 UTC,1136,45.67057,28,31
2023-02-07 08:22:18 UTC,1137,39.45313,28,26
2023-02-07 08:22:34 UTC,1138,35.80729,27,29
2023-02-07 08:22:49 UTC,1139,33.78906,27,29
2023-02-07 08:23:04 UTC,1140,32.35677,26,35
2023-02-07 08:23:35 UTC,1141,30.76172,26,38
2023-02-07 08:24:05 UTC,1142,29.49219,25,28
2023-02-07 08:24:21 UTC,1143,29.13412,25,23
2023-02-07 08:24:36 UTC,1144,28.74349,25,23
2023-02-07 08:24:52 UTC,1145,28.48307,25,26
2023-02-07 08:25:07 UTC,1146,28.19010,25,37
2023-02-07 08:25:22 UTC,1147,27.73438,25,22
2023-02-07 08:25:37 UTC,1148,27.34375,24,26
2023-02-07 08:25:53 UTC,1149,27.05078,24,24
2023-02-07 08:26:08 UTC,1150,26.85547,24,32
2023-02-07 08:26:23 UTC,1151,26.79037,24,26
2023-02-07 08:26:38 UTC,1152,26.62760,24,26
2023-02-07 08:26:54 UTC,1153,26.43229,24,22
2023-02-07 08:27:09 UTC,1154,26.00912,24,27
2023-02-07 08:27:24 UTC,1155,25.81380,23,32
2023-02-07 08:27:55 UTC,1156,25.61849,23,30
2023-02-07 08:28:11 UTC,1157,25.65104,23,28
2023-02-07 08:28:26 UTC,1158,25.58594,23,38
2023-02-07 08:28:41 UTC,1159,25.26042,23,34
2023-02-07 08:28:56 UTC,1160,24.86979,23,34
2023-02-07 08:29:12 UTC,1161,25.06510,23,24
2023-02-07 08:29:27 UTC,1162,25.03255,23,26
2023-02-07 08:29:58 UTC,1163,25.06510,23,23
2023-02-07 08:30:13 UTC,1164,25.00000,23,30
2023-02-07 08:30:28 UTC,1165,25.03255,23,35
2023-02-07 08:30:43 UTC,1166,25.00000,23,35
2023-02-07 08:30:59 UTC,1167,24.83724,23,27
2023-02-07 08:31:14 UTC,1168,24.80469,23,26
2023-02-07 08:31:29 UTC,1169,24.86979,23,38
2023-02-07 08:32:00 UTC,1170,24.73958,23,25
2023-02-07 08:32:16 UTC,1171,24.70703,23,26
2023-02-07 08:32:31 UTC,1172,24.77213,23,33
2023-02-07 08:32:46 UTC,1173,24.57682,23,29
2023-02-07 08:33:01 UTC,1174,24.73958,23,24
2023-02-07 08:33:16 UTC,1175,25.00000,23,26
2023-02-07 08:33:32 UTC,1176,24.90234,23,22
2023-02-07 08:33:47 UTC,1177,24.67448,23,22
2023-02-07 08:37:25 UTC,1178,25.55338,19,24
2023-02-07 08:37:52 UTC,1179,25.09766,15,24
2023-02-07 08:38:23 UTC,1180,25.00000,22,24
2023-02-07 08:38:53 UTC,1181,25.06510,24,24
2023-02-07 08:39:08 UTC,1182,25.06510,21,24
2023-02-07 08:39:38 UTC,1183,25.00000,31,24
2023-02-07 08:39:54 UTC,1184,24.96745,25,24
2023-02-07 08:40:09 UTC,1185,24.90234,26,24
2023-02-07 08:40:24 UTC,1186,24.93490,28,24
2023-02-07 08:40:56 UTC,1187,25.06510,21,24
2023-02-07 08:41:11 UTC,1188,25.06510,23,24
2023-02-07 08:41:26 UTC,1189,24.86979,28,24
2023-02-07 08:41:41 UTC,1190,24.77213,24,24
2023-02-07 08:41:57 UTC,1191,24.67448,29,24
2023-02-07 08:42:27 UTC,1192,24.83724,27,24
2023-02-07 08:42:42 UTC,1193,24.86979,27,24
2023-02-07 08:42:57 UTC,1194,24.86979,33,24
2023-02-07 08:43:12 UTC,1195,24.73958,29,24
2023-02-07 08:43:28 UTC,1196,24.80469,34,24
2023-02-07 08:43:43 UTC,1197,24.80469,25,24
2023-02-07 08:43:58 UTC,1198,24.77213,27,24
2023-02-07 08:44:14 UTC,1199,24.83724,24,24
2023-02-07 08:44:29 UTC,1200,24.73958,28,24
2023-02-07 08:44:45 UTC,1201,24.77213,28,23
2023-02-07 08:45:00 UTC,1202,24.86979,21,23
2023-02-07 08:45:15 UTC,1203,24.64193,29,24
2023-02-07 08:45:31 UTC,1204,24.80469,28,24
2023-02-07 08:45:46 UTC,1205,24.70703,23,23
2023-02-07 08:46:01 UTC,1206,24.64193,28,23
2023-02-07 08:46:17 UTC,1207,24.64193,28,24
2023-02-07 08:46:32 UTC,1208,24.67448,19,24
2023-02-07 08:46:47 UTC,1209,24.64193,27,24
2023-02-07 08:47:02 UTC,1210,25.97656,24,24
2023-02-07 08:47:33 UTC,1211,31.57552,37,24
2023-02-07 08:47:48 UTC,1212,34.08203,38,25
2023-02-07 08:48:03 UTC,1213,35.77474,41,25
2023-02-07 08:48:35 UTC,1214,34.11458,33,25
2023-02-07 08:49:05 UTC,1215,33.95182,28,25
2023-02-07 08:49:20 UTC,1216,36.13281,33,25
2023-02-07 08:49:35 UTC,1217,43.48958,23,25
2023-02-07 08:49:51 UTC,1218,40.65755,30,25
2023-02-07 08:50:21 UTC,1219,54.91536,26,25
2023-02-07 08:50:36 UTC,1220,60.61198,29,25
2023-02-07 08:50:52 UTC,1221,57.55208,29,25
