created_at,entry_id,field1,field2,field3
2023-02-06 17:32:13 UTC,878,23.82813,22,23
2023-02-06 17:32:58 UTC,879,23.79557,22,23
2023-02-06 17:33:29 UTC,880,23.79557,22,23
2023-02-06 17:33:44 UTC,881,23.86068,22,23
2023-02-06 17:34:15 UTC,882,23.99088,22,23
2023-02-06 17:34:45 UTC,883,23.92578,22,23
2023-02-06 17:35:00 UTC,884,23.89323,22,23
2023-02-06 17:35:31 UTC,885,23.92578,22,23
2023-02-06 17:36:02 UTC,886,24.05599,22,23
2023-02-06 17:36:32 UTC,887,23.95833,22,23
2023-02-06 17:36:47 UTC,888,23.99088,22,23
2023-02-06 17:37:03 UTC,889,23.89323,22,23
2023-02-06 17:37:18 UTC,890,24.05599,22,23
2023-02-06 17:37:34 UTC,891,24.05599,22,23
2023-02-06 17:38:04 UTC,892,23.99088,22,23
2023-02-06 17:38:19 UTC,893,24.02344,22,23
2023-02-06 17:38:34 UTC,894,23.99088,22,23
2023-02-06 17:38:50 UTC,895,24.05599,22,23
2023-02-06 17:39:05 UTC,896,24.12109,22,23
2023-02-06 17:39:36 UTC,897,24.05599,22,23
2023-02-06 17:39:52 UTC,898,24.02344,22,23
2023-02-06 17:40:22 UTC,899,23.99088,22,23
2023-02-06 17:40:37 UTC,900,24.05599,22,23
2023-02-06 17:40:53 UTC,901,24.02344,22,23
2023-02-06 17:41:23 UTC,902,24.12109,22,23
2023-02-06 17:41:38 UTC,903,24.18620,22,23
2023-02-06 17:41:53 UTC,904,24.15365,22,23
2023-02-06 17:42:09 UTC,905,24.18620,22,23
2023-02-06 17:42:24 UTC,906,24.25130,22,23
2023-02-06 17:42:40 UTC,907,24.18620,22,23
2023-02-06 17:43:10 UTC,908,24.28385,22,23
2023-02-06 17:43:41 UTC,909,24.38151,22,23
2023-02-06 17:43:57 UTC,910,24.41406,22,23
2023-02-06 17:44:12 UTC,911,24.54427,22,23
2023-02-06 17:44:27 UTC,912,24.54427,22,23
2023-02-06 17:44:42 UTC,913,24.41406,22,23
2023-02-06 17:44:58 UTC,914,24.25130,22,23
2023-02-06 17:45:13 UTC,915,24.25130,22,23
2023-02-06 17:45:44 UTC,916,24.15365,22,23
2023-02-06 17:46:15 UTC,917,24.15365,22,23
2023-02-06 17:46:45 UTC,918,24.15365,22,23
2023-02-06 17:47:00 UTC,919,24.12109,22,23
2023-02-06 17:47:31 UTC,920,24.15365,22,23
