created_at,entry_id,field1,field2,field3
2022-12-07 09:47:49 UTC,641,20.50781,19,20
2022-12-07 09:48:04 UTC,642,20.50781,19,20
2022-12-07 09:48:20 UTC,643,20.44271,19,20
2022-12-07 09:48:35 UTC,644,20.47526,19,20
2022-12-07 09:48:50 UTC,645,20.50781,19,20
2022-12-07 09:49:05 UTC,646,20.50781,19,20
2022-12-07 09:49:21 UTC,647,20.44271,19,20
2022-12-07 09:49:36 UTC,648,20.50781,19,20
2022-12-07 09:49:52 UTC,649,20.50781,19,20
2022-12-07 09:50:07 UTC,650,20.50781,19,20
2022-12-07 09:50:22 UTC,651,20.50781,19,20
2022-12-07 09:50:38 UTC,652,20.50781,19,20
2022-12-07 09:50:53 UTC,653,20.50781,19,20
2022-12-07 09:51:08 UTC,654,20.50781,19,20
2022-12-07 09:51:23 UTC,655,20.50781,19,20
2022-12-07 09:51:39 UTC,656,20.50781,19,20
2022-12-07 09:51:54 UTC,657,20.50781,19,20
2022-12-07 09:52:09 UTC,658,20.54037,19,20
2022-12-07 09:52:24 UTC,659,20.73568,19,20
2022-12-07 09:52:40 UTC,660,20.80078,19,20
2022-12-07 09:53:10 UTC,661,20.63802,19,20
2022-12-07 09:53:25 UTC,662,20.67057,19,20
2022-12-07 09:53:42 UTC,663,20.67057,19,20
2022-12-07 09:53:57 UTC,664,20.67057,19,20
2022-12-07 09:54:12 UTC,665,20.70313,19,20
2022-12-07 09:54:27 UTC,666,21.35417,19,20
2022-12-07 09:54:43 UTC,667,24.67448,19,20
2022-12-07 09:54:58 UTC,668,26.10677,20,20
2022-12-07 09:55:13 UTC,669,26.56250,20,20
2022-12-07 09:55:28 UTC,670,26.82292,21,20
2022-12-07 09:55:44 UTC,671,26.92057,23,20
2022-12-07 09:55:59 UTC,672,26.04167,22,20
2022-12-07 09:56:14 UTC,673,24.41406,21,20
2022-12-07 09:56:29 UTC,674,23.50260,21,20
2022-12-07 09:56:45 UTC,675,22.94922,20,20
2022-12-07 09:57:00 UTC,676,22.62370,20,20
2022-12-07 09:57:15 UTC,677,22.39583,20,20
2022-12-07 09:57:31 UTC,678,22.29818,20,20
2022-12-07 09:57:46 UTC,679,22.07031,20,20
2022-12-07 09:58:02 UTC,680,22.03776,20,20
2022-12-07 09:58:17 UTC,681,21.94010,20,20
2022-12-07 09:58:35 UTC,682,21.87500,20,20
2022-12-07 09:59:03 UTC,683,21.84245,20,20
2022-12-07 09:59:18 UTC,684,21.77734,20,20
2022-12-07 09:59:33 UTC,685,21.74479,20,20
2022-12-07 09:59:48 UTC,686,21.77734,20,20
2022-12-07 10:00:04 UTC,687,21.58203,20,20
