created_at,entry_id,field1,field2,field3
2023-02-07 08:47:33 UTC,1211,31.57552,37,24
2023-02-07 08:47:48 UTC,1212,34.08203,38,25
2023-02-07 08:48:03 UTC,1213,35.77474,41,25
2023-02-07 08:48:35 UTC,1214,34.11458,33,25
2023-02-07 08:49:05 UTC,1215,33.95182,28,25
2023-02-07 08:49:20 UTC,1216,36.13281,33,25
2023-02-07 08:49:35 UTC,1217,43.48958,23,25
2023-02-07 08:49:51 UTC,1218,40.65755,30,25
2023-02-07 08:50:21 UTC,1219,54.91536,26,25
2023-02-07 08:50:36 UTC,1220,60.61198,29,25
2023-02-07 08:50:52 UTC,1221,57.55208,29,25
2023-02-07 08:51:22 UTC,1222,40.78776,30,24
2023-02-07 08:51:37 UTC,1223,37.07682,27,24
2023-02-07 08:51:53 UTC,1224,34.89583,25,24
2023-02-07 08:52:24 UTC,1225,32.09636,17,24
2023-02-07 08:52:55 UTC,1226,30.59896,24,24
2023-02-07 08:53:10 UTC,1227,30.04557,21,24
2023-02-07 08:53:25 UTC,1228,29.49219,26,24
2023-02-07 08:53:40 UTC,1229,29.06901,30,24
2023-02-07 08:53:55 UTC,1230,28.67838,12,24
2023-02-07 08:54:11 UTC,1231,28.32031,27,24
2023-02-07 08:54:26 UTC,1232,28.09245,15,24
2023-02-07 08:54:41 UTC,1233,27.83203,14,24
2023-02-07 08:54:57 UTC,1234,27.76693,27,24
2023-02-07 08:55:13 UTC,1235,27.40885,20,24
2023-02-07 08:55:42 UTC,1236,26.98568,18,24
2023-02-07 08:56:00 UTC,1237,26.85547,23,24
2023-02-07 08:56:32 UTC,1238,26.59505,28,24
2023-02-07 08:57:00 UTC,1239,26.43229,25,24
2023-02-07 08:57:15 UTC,1240,26.36719,21,24
2023-02-07 08:57:30 UTC,1241,26.07422,14,24
2023-02-07 08:57:46 UTC,1242,26.04167,18,24
2023-02-07 08:58:04 UTC,1243,25.91146,27,24
2023-02-07 08:58:31 UTC,1244,25.84635,26,23
2023-02-07 08:58:46 UTC,1245,25.71615,19,23
2023-02-07 08:59:02 UTC,1246,25.78125,19,23
2023-02-07 08:59:17 UTC,1247,25.65104,21,24
2023-02-07 08:59:32 UTC,1248,25.55338,17,23
2023-02-07 08:59:48 UTC,1249,25.58594,27,23
2023-02-07 09:00:04 UTC,1250,25.58594,23,24
2023-02-07 09:00:19 UTC,1251,25.52083,33,24
2023-02-07 09:00:49 UTC,1252,25.52083,18,23
2023-02-07 09:01:05 UTC,1253,25.55338,25,23
2023-02-07 09:01:20 UTC,1254,25.48828,18,23
2023-02-07 09:01:35 UTC,1255,25.52083,18,23
2023-02-07 09:01:51 UTC,1256,25.39063,24,23
2023-02-07 09:02:06 UTC,1257,25.35807,20,23
2023-02-07 09:02:21 UTC,1258,25.29297,11,23
2023-02-07 09:02:37 UTC,1259,25.19531,24,23
2023-02-07 09:02:52 UTC,1260,25.16276,30,23
2023-02-07 09:03:07 UTC,1261,25.19531,18,23
2023-02-07 09:03:38 UTC,1262,25.19531,24,23
2023-02-07 09:03:54 UTC,1263,25.09766,26,24
2023-02-07 09:04:09 UTC,1264,25.09766,23,24
2023-02-07 09:04:40 UTC,1265,25.09766,27,24
2023-02-07 09:04:55 UTC,1266,25.16276,15,24
2023-02-07 09:07:42 UTC,1267,27.79948,25,26
2023-02-07 09:08:12 UTC,1268,30.53385,23,24
2023-02-07 09:08:51 UTC,1269,28.80859,23,24
2023-02-07 09:09:29 UTC,1270,24.64193,23,23
2023-02-07 09:09:59 UTC,1271,22.91667,23,24
2023-02-07 09:10:14 UTC,1272,29.10156,23,24
2023-02-07 09:10:29 UTC,1273,29.06901,23,23
2023-02-07 09:10:47 UTC,1274,27.70182,23,24
2023-02-07 09:11:15 UTC,1275,21.90755,23,24
2023-02-07 09:11:31 UTC,1276,17.38281,23,23
2023-02-07 09:11:46 UTC,1277,31.47787,23,24
2023-02-07 09:12:01 UTC,1278,23.11198,22,24
2023-02-07 09:12:17 UTC,1279,25.48828,22,23
2023-02-07 09:12:32 UTC,1280,32.74739,22,23
2023-02-07 09:12:47 UTC,1281,32.97526,23,24
2023-02-07 09:13:04 UTC,1282,23.17708,23,24
2023-02-07 09:13:33 UTC,1283,21.41927,23,24
2023-02-07 09:13:48 UTC,1284,27.05078,23,24
2023-02-07 09:14:03 UTC,1285,26.88802,23,24
2023-02-07 09:14:21 UTC,1286,28.12500,23,23
2023-02-07 09:14:49 UTC,1287,29.94792,23,24
2023-02-07 09:15:05 UTC,1288,26.07422,23,24
2023-02-07 09:15:21 UTC,1289,32.12891,23,24
2023-02-07 09:15:36 UTC,1290,21.87500,23,24
2023-02-07 09:16:06 UTC,1291,24.25130,23,24
2023-02-07 09:16:21 UTC,1292,23.27474,23,24
2023-02-07 09:16:37 UTC,1293,28.41797,23,24
2023-02-07 09:16:52 UTC,1294,23.43750,23,24
2023-02-07 09:17:07 UTC,1295,22.33073,23,24
2023-02-07 09:17:22 UTC,1296,26.23698,23,24
2023-02-07 09:17:37 UTC,1297,28.28776,23,24
2023-02-07 09:17:53 UTC,1298,36.45833,23,24
2023-02-07 09:18:08 UTC,1299,29.39453,23,24
2023-02-07 09:18:23 UTC,1300,29.78516,23,24
2023-02-07 09:18:39 UTC,1301,39.68099,23,24
2023-02-07 09:18:54 UTC,1302,28.15755,23,24
2023-02-07 09:19:10 UTC,1303,16.17838,23,24
2023-02-07 09:19:25 UTC,1304,36.71875,23,24
2023-02-07 09:19:56 UTC,1305,25.32552,23,24
2023-02-07 09:20:11 UTC,1306,24.73958,23,24
2023-02-07 09:20:26 UTC,1307,24.18620,22,24
2023-02-07 09:20:41 UTC,1308,26.59505,22,24
2023-02-07 09:20:56 UTC,1309,23.50260,22,24
2023-02-07 09:21:13 UTC,1310,20.63802,22,24
