created_at,entry_id,field1,field2,field3
2023-02-07 08:01:31 UTC,1077,24.12109,22,14
2023-02-07 08:01:46 UTC,1078,24.12109,22,16
2023-02-07 08:02:02 UTC,1079,24.08854,22,25
2023-02-07 08:02:17 UTC,1080,24.08854,22,18
2023-02-07 08:02:33 UTC,1081,24.12109,22,16
2023-02-07 08:02:48 UTC,1082,24.02344,22,26
2023-02-07 08:03:19 UTC,1083,24.15365,22,27
2023-02-07 08:03:34 UTC,1084,24.12109,22,21
2023-02-07 08:03:49 UTC,1085,24.08854,22,28
2023-02-07 08:04:05 UTC,1086,24.15365,22,22
2023-02-07 08:04:20 UTC,1087,24.15365,22,25
2023-02-07 08:04:35 UTC,1088,24.18620,22,22
2023-02-07 08:04:50 UTC,1089,24.18620,22,19
2023-02-07 08:05:06 UTC,1090,24.25130,22,28
2023-02-07 08:05:36 UTC,1091,24.18620,22,20
2023-02-07 08:05:52 UTC,1092,24.15365,22,27
2023-02-07 08:06:22 UTC,1093,24.25130,22,22
2023-02-07 08:06:38 UTC,1094,24.21875,22,22
2023-02-07 08:07:08 UTC,1095,24.15365,22,24
2023-02-07 08:07:24 UTC,1096,24.18620,22,28
2023-02-07 08:07:39 UTC,1097,24.18620,22,20
2023-02-07 08:07:54 UTC,1098,24.21875,22,24
2023-02-07 08:08:11 UTC,1099,24.18620,22,25
2023-02-07 08:08:40 UTC,1100,24.21875,22,22
2023-02-07 08:08:55 UTC,1101,24.18620,22,26
2023-02-07 08:09:10 UTC,1102,24.12109,22,25
2023-02-07 08:09:26 UTC,1103,24.05599,22,19
2023-02-07 08:09:56 UTC,1104,23.92578,22,26
2023-02-07 08:10:11 UTC,1105,23.89323,22,24
2023-02-07 08:10:27 UTC,1106,23.82813,22,28
2023-02-07 08:10:43 UTC,1107,24.02344,22,25
2023-02-07 08:10:58 UTC,1108,23.79557,22,20
2023-02-07 08:11:14 UTC,1109,23.86068,22,23
2023-02-07 08:11:43 UTC,1110,23.79557,22,34
2023-02-07 08:11:59 UTC,1111,23.89323,22,26
2023-02-07 08:12:14 UTC,1112,23.95833,22,28
2023-02-07 08:12:29 UTC,1113,24.12109,22,26
2023-02-07 08:12:45 UTC,1114,24.08854,22,28
2023-02-07 08:13:01 UTC,1115,23.95833,22,24
2023-02-07 08:13:30 UTC,1116,23.99088,22,25
2023-02-07 08:13:46 UTC,1117,24.08854,22,18
2023-02-07 08:14:01 UTC,1118,23.82813,22,13
2023-02-07 08:14:17 UTC,1119,24.05599,22,24
2023-02-07 08:14:32 UTC,1120,23.92578,22,24
2023-02-07 08:16:46 UTC,1121,26.56250,24,28
